slot	token	lemma	l_freq_corp	l_freq_w_point	token_freq_corp
w2	сжаты	сжата	1	1	1
w3	ж	ж	5	1	5
w4	зубы	зуб	1	1	1
w5	pge	pge	544	481	544
w2	глаза	глаз	9	3	4
w3	pge	pge	544	481	544
w2	эти	этот	123	113	14
w3	друганы	друган	2	2	2
w4	pge	pge	544	481	544
w2	мальчик	мальчик	20	8	10
w3	на	на	100	20	99
w4	них	они	119	30	19
w5	смотрит	смотреть	7	3	4
w6	с	с	55	18	54
w7	презрением	презрение	2	1	1
w8	pge	pge	544	481	544
w2	тут	тут	94	32	94
w3	явно	явно	35	12	38
w4	пропитые	пропить	4	1	2
w5	pge	pge	544	481	544
w2	а	а	141	26	143
w3	вот	вот	221	56	221
w4	кто	кто	15	2	11
w5	вызвал	вызвать	3	1	2
w6	полицию	полиция	5	2	3
w7	pge	pge	544	481	544
w2	а	а	141	26	143
w3	это	этот	123	113	321
w4	тот	тот	31	11	15
w5	самый	самый	42	12	11
w6	дед	дед	10	5	7
w7	с	с	55	18	54
w8	первой	первый	5	4	3
w9	картинки	картинка	16	3	4
w10	pge	pge	544	481	544
w2	ребенок	ребенок	43	9	20
w3	упал	упасть	1	1	1
w4	pge	pge	544	481	544
w2	фляжка	фляжка	2	1	2
w3	разбилась	разбиться	2	1	1
w4	pge	pge	544	481	544
w2	а	а	141	26	143
w3	можно	можно	13	1	13
w4	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	наверное	наверное	51	10	51
w4	мама	мам	10	2	13
w5	pge	pge	544	481	544
w2	то	то	219	27	186
w3	есть	быть	289	33	133
w4	вот	вот	221	56	221
w5	это	этот	123	113	321
w6	дед	дед	10	5	7
w7	pge	pge	544	481	544
w2	а	а	141	26	143
w3	это	этот	123	113	321
w4	pge	pge	544	481	544
w2	ну	ну	344	25	337
w3	жена	жена	14	6	14
w4	pge	pge	544	481	544
w2	мама	мам	10	2	13
w3	мальчика	мальчик	20	8	5
w4	pge	pge	544	481	544
w2	мальчик	мальчик	20	8	10
w3	pge	pge	544	481	544
w2	при	при	6	1	6
w3	чем	чем	6	3	9
w4	у	у	78	23	78
w5	него	он	570	142	43
w6	какаято	NA	NA	29	NA
w7	pge	pge	544	481	544
w2	вот	вот	221	56	221
w3	вот	вот	221	56	221
w4	тюряжка	тюряжка	1	1	1
w5	pge	pge	544	481	544
w2	точно	точно	8	3	8
w3	pge	pge	544	481	544
w2	и	и	198	32	198
w3	одежда	одежда	12	2	6
w4	у	у	78	23	78
w5	него	он	570	142	43
w6	pge	pge	544	481	544
w2	как	как	121	18	119
w3	и	и	198	32	198
w4	на	на	100	20	99
w5	той	тот	31	11	1
w6	картинке	картинок	1	1	1
w7	pge	pge	544	481	544
w2	значит	значить	13	1	13
w3	он	он	570	142	350
w4	сразу	сразу	5	1	5
w5	же	же	44	16	44
w6	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	он	он	570	142	350
w4	рассказывает	рассказывать	29	7	23
w5	то	то	219	27	186
w6	что	что	258	54	251
w7	ему	он	570	142	64
w8	этот	этот	123	113	28
w9	мужик	мужик	10	5	8
w10	рассказал	рассказать	10	6	6
w11	pge	pge	544	481	544
w2	так	так	129	15	129
w3	это	этот	123	113	321
w4	был	быть	289	33	22
w5	тот	тот	31	11	15
w6	самый	самый	42	12	11
w7	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	не	не	270	32	271
w4	тот	тот	31	11	15
w5	мужик	мужик	10	5	8
w6	pge	pge	544	481	544
w2	а	а	141	26	143
w3	этот	этот	123	113	28
w4	ну	ну	344	25	337
w5	вообще	вообще	17	6	17
w6	никто	никто	3	2	3
w7	не	не	270	32	271
w8	знает	знать	50	3	9
w9	pge	pge	544	481	544
w2	надо	надо	8	1	8
w3	было	быть	289	33	42
w4	pge	pge	544	481	544
w2	его	он	570	142	93
w3	палкой	палкий	1	1	3
w4	по	по	22	6	22
w5	голове	голова	3	1	1
w6	pge	pge	544	481	544
w2	ну	ну	344	25	337
w3	то	то	219	27	186
w4	есть	быть	289	33	133
w5	тут	тут	94	32	94
w6	видно	видный	6	3	7
w7	pge	pge	544	481	544
w2	он	он	570	142	350
w3	pge	pge	544	481	544
w2	обвиняет	обвинять	3	2	1
w3	ее	она	93	22	28
w4	в	в	159	26	159
w5	том	то	219	27	15
w6	pge	pge	544	481	544
w2	она	она	93	22	53
w3	сильно	сильно	4	1	4
w4	мила	мить	1	1	1
w5	к	к	22	3	22
w6	нему	он	570	142	6
w7	pge	pge	544	481	544
w2	ну	ну	344	25	337
w3	а	а	141	26	143
w4	дед	дед	10	5	7
w5	в	в	159	26	159
w6	позиции	позиция	1	1	1
w7	готовой	готовый	1	1	1
w8	pge	pge	544	481	544
w2	глаза	глаз	9	3	4
w3	опять	опять	10	1	10
w4	же	же	44	16	44
w5	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	они	они	119	30	84
w4	pge	pge	544	481	544
w2	идут	идти	13	3	6
w3	продавать	продавать	1	1	1
w4	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	уже	уже	44	14	44
w4	после	после	18	2	20
w5	pge	pge	544	481	544
w2	думает	думать	44	10	17
w3	pge	pge	544	481	544
w2	возвращается	возвращаться	2	1	1
w3	pge	pge	544	481	544
w2	и	и	198	32	198
w3	такой	такой	75	10	22
w4	pge	pge	544	481	544
w2	тем	то	219	27	6
w3	более	более	4	1	4
w4	это	этот	123	113	321
w5	смотри	смотри	20	13	25
w6	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	даже	даже	13	3	13
w4	это	этот	123	113	321
w5	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	логично	логично	2	1	2
w4	pge	pge	544	481	544
w2	сначала	сначала	9	2	9
w3	пришел	прийти	18	6	12
w4	pge	pge	544	481	544
w2	потом	потом	64	19	34
w3	рассказал	рассказать	10	6	6
w4	pge	pge	544	481	544
w2	и	и	198	32	198
w3	потом	потом	64	19	34
w4	уже	уже	44	14	44
w5	с	с	55	18	54
w6	pge	pge	544	481	544
w2	вот	вот	221	56	221
w3	старичек	старичек	1	1	1
w4	наблюдает	наблюдать	2	1	1
w5	pge	pge	544	481	544
w2	все	всё	77	16	131
w3	вот	вот	221	56	221
w4	эти	этот	123	113	14
w5	трое	трий	1	1	1
w6	pge	pge	544	481	544
w2	мне	я	159	14	64
w3	нравятся	нравиться	15	2	2
w4	у	у	78	23	78
w5	старичка	старичок	1	1	1
w6	pge	pge	544	481	544
w2	вот	вот	221	56	221
w3	она	она	93	22	53
w4	вот	вот	221	56	221
w5	эти	этот	123	113	14
w6	pge	pge	544	481	544
w2	а	а	141	26	143
w3	вот	вот	221	56	221
w4	он	он	570	142	350
w5	pge	pge	544	481	544
w2	он	он	570	142	350
w3	не	не	270	32	271
w4	говорит	говорить	16	5	8
w5	на	на	100	20	99
w6	их	их	12	3	14
w7	pge	pge	544	481	544
w2	они	они	119	30	84
w3	думают	думать	44	10	1
w4	pge	pge	544	481	544
w2	ребенок	ребенок	43	9	20
w3	так	так	129	15	129
w4	вообще	вообще	17	6	17
w5	pge	pge	544	481	544
w2	что	что	258	54	251
w3	не	не	270	32	271
w4	так	так	129	15	129
w5	его	он	570	142	93
w6	pge	pge	544	481	544
w2	на	на	100	20	99
w3	это	этот	123	113	321
w4	pge	pge	544	481	544
w2	смешно	смешно	2	1	2
w3	было	быть	289	33	42
w4	бы	бы	61	14	77
w5	в	в	159	26	159
w6	тюрьму	тюрьма	41	8	14
w7	pge	pge	544	481	544
w2	непонятно	понятно	18	4	2
w3	pge	pge	544	481	544
w2	все	всё	77	16	131
w3	в	в	159	26	159
w4	шлепках	шлепка	9	1	5
w5	pge	pge	544	481	544
w2	это	этот	123	113	321
w3	продолжение	продолжение	1	1	1
w4	pge	pge	544	481	544
w2	мальчик	мальчик	20	8	10
w3	подрос	подрос	1	1	3
w4	pge	pge	544	481	544
w2	а	а	141	26	143
w3	вот	вот	221	56	221
w4	смотри	смотри	20	13	25
w5	турист	турист	12	2	7
w6	тоже	тоже	40	13	40
w7	pge	pge	544	481	544
w2	да	да	387	14	392
w3	это	этот	123	113	321
w4	pge	pge	544	481	544
w2	турист	турист	12	2	7
w3	договорился	договориться	1	1	1
w4	pge	pge	544	481	544
w2	да	да	387	14	392
w3	слушай	слушай	36	7	36
w4	рубашка	рубашка	7	2	3
w5	pge	pge	544	481	544
w2	рубашка	рубашка	7	2	3
w3	pge	pge	544	481	544
w2	такая	такой	75	10	16
w3	же	же	44	16	44
w4	pge	pge	544	481	544
w2	и	и	198	32	198
w3	шорты	шорты	1	1	1
w4	те	тот	31	11	5
w5	же	же	44	16	44
w6	pge	pge	544	481	544
w2	ну	ну	344	25	337
w3	допустим	допусто	1	2	2
w4	pge	pge	544	481	544
w2	что	что	258	54	251
w3	у	у	78	23	78
w4	него	он	570	142	43
w5	pge	pge	544	481	544
w2	его	он	570	142	93
w3	pge	pge	544	481	544
w2	вот	вот	221	56	221
w3	эта	этот	123	113	11
w4	вот	вот	221	56	221
w5	семейка	семейка	2	1	2
w6	pge	pge	544	481	544
w2	видимо	видимо	18	4	18
w3	избила	избить	16	3	1
w4	pge	pge	544	481	544
w2	и	и	198	32	198
w3	он	он	570	142	350
w4	отсидел	отсидеть	5	2	5
w5	в	в	159	26	159
w6	обезъяннике	обезъянник	2	1	1
w7	pge	pge	544	481	544
w2	связались	связаться	1	1	1
w3	посольством	посольство	1	1	1
w4	pge	pge	544	481	544
w2	и	и	198	32	198
w3	выдали	выдать	6	1	2
w4	ему	он	570	142	64
w5	pge	pge	544	481	544
w2	что	что	258	54	251
w3	странно	странно	6	1	6
w4	pge	pge	544	481	544
w2	то	то	219	27	186
w3	почему	почему	4	2	4
w4	у	у	78	23	78
w5	него	он	570	142	43
w6	такие	такой	75	10	10
w7	pge	pge	544	481	544
w2	примерно	примерно	3	1	3
w3	так	так	129	15	129
w4	себе	себя	17	2	11
w5	это	этот	123	113	321
w6	представляю	представляя	2	1	2
w7	pge	pge	544	481	544
w2	что	что	258	54	251
w3	вот	вот	221	56	221
w4	если	если	24	2	24
w5	бы	бы	61	14	77
w6	провел	провести	5	1	4
w7	pge	pge	544	481	544
w2	бы	бы	61	14	77
w3	мне	я	159	14	64
w4	выдавали	выдавать	6	4	1
w5	бы	бы	61	14	77
w6	одежду	одежда	12	2	7
w7	pge	pge	544	481	544
w2	человек	человек	31	7	14
w3	выходит	выходить	12	2	10
w4	из	из	21	6	21
w5	pge	pge	544	481	544
w2	он	он	570	142	350
w3	вышел	выйти	16	3	14
w4	из	из	21	6	21
w5	тюрьмы	тюрьма	41	8	14
w6	pge	pge	544	481	544
w2	а	а	141	26	143
w3	это	этот	123	113	321
w4	он	он	570	142	350
w5	отсидел	отсидеть	5	2	5
w6	pge	pge	544	481	544
